지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y)
서울특별시 성북구 동선동1가 1-2 유타 ,"서울특별시 성북구 동소문로 106, 11층 (동선동1가)",CGV 성신여대입구 3관,201447.4187,454477.1033
서울특별시 성북구 동선동1가 1-2 유타 ,"서울특별시 성북구 동소문로 106, 유타 10층 (동선동1가)",CGV 성신여대입구 1관,201447.4187,454477.1033
서울특별시 성북구 동선동1가 1-2 유타 ,"서울특별시 성북구 동소문로 106, 유타 12층 (동선동1가)",CGV 성신여대입구 4관,201447.4187,454477.1033
서울특별시 성북구 동선동1가 1-2 유타몰 12층 ,"서울특별시 성북구 동소문로 106, 유타 12층 (동선동1가)",CGV 성신여대입구 5관,201447.4187,454477.1033
서울특별시 강북구 번동 449-1 ,서울특별시 강북구 도봉로 308 (번동),(주)써니트수유 롯데시네마 수유,202032.7576,459259.444
서울특별시 강북구 번동 449-1 ,서울특별시 강북구 도봉로 308 (번동),(주)씨니트 롯데시네마 수유,202032.7576,459259.444
서울특별시 성북구 돈암동 538-98,서울특별시 성북구 아리랑로 82 (돈암동),아리랑시네센터(아리랑인디웨이브),201158.1367,455288.7654
서울특별시 강북구 미아동 35-4 트레지오 쇼핑몰 10층,"서울특별시 강북구 도봉로 34, 10층 (미아동, 트레지오빌딩)",씨지브이 미아점 3관,202642.446,456636.3082
서울특별시 강북구 미아동 35-4 트레지오 쇼핑몰 9층 ,"서울특별시 강북구 도봉로 34, 9층 (미아동, 트레지오빌딩)",씨지브이 미아점 1관,202642.446,456636.3082
서울특별시 강북구 미아동 35-4 트레지오 쇼핑몰 10층 ,"서울특별시 강북구 도봉로 34 (미아동,트레지오 쇼핑몰 10층)",씨지브이 미아점 2관,202642.446,456636.3082
서울특별시 강북구 미아동 35-4 트레지오 쇼핑몰 11층 ,"서울특별시 강북구 도봉로 34, 11층 (미아동, 트레지오빌딩)",씨지브이 미아점 4관,202642.446,456636.3082
서울특별시 강북구 미아동 35-4 트레지오 쇼핑몰 11층 ,"서울특별시 강북구 도봉로 34, 11층 (미아동, 트레지오빌딩)",씨지브이 미아점 5관,202642.446,456636.3082
서울특별시 강북구 미아동 35-4 트레지오 쇼핑몰 11층 ,"서울특별시 강북구 도봉로 34, 11층 (미아동, 트레지오빌딩)",씨지브이 미아점 6관,202642.446,456636.3082
서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 4층 (수유동)",CGV 수유 1관,202565.2368,460003.1177
서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 8층 (수유동)",CGV 수유 9관,202565.2368,460003.1177
서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 8층 (수유동)",CGV 수유 8관,202565.2368,460003.1177
서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 8층 (수유동)",CGV 수유 7관,202565.2368,460003.1177
서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 4층 (수유동)",CGV  수유 2관,202565.2368,460003.1177
서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 4층 (수유동)",CGV 수유 3관,202565.2368,460003.1177
서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 6층 (수유동)",CGV 수유 6관,202565.2368,460003.1177
서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 6층 (수유동)",CGV 수유 5관,202565.2368,460003.1177
서울특별시 강북구 수유동 168-12 ,"서울특별시 강북구 도봉로 399, 6층 (수유동)",CGV 수유 4관,202565.2368,460003.1177
서울특별시 강북구 번동 449-1 ,서울특별시 강북구 도봉로 308 (번동),(주)써니트 수유지점 롯데시네마 수유,202032.7576,459259.444
서울특별시 도봉구 창동 715-14 ,서울특별시 도봉구 도봉로 558 (창동),메가박스 창동 1관,203351.8658,461358.4054
서울특별시 도봉구 창동 715-14번지 ,,메가박스 창동 2관,203351.8658,461358.4054
서울특별시 도봉구 창동 715-14번지 ,,창동 메가박스 5관,203351.8658,461358.4054
서울특별시 도봉구 창동 715-14번지 ,,메가박스 창동 4관,203351.8658,461358.4054
서울특별시 도봉구 창동 715-14번지 ,,메가박스 창동 3관,203351.8658,461358.4054
서울특별시 노원구 중계동 506-1 ,서울특별시 노원구 섬밭로 258 (중계동),CGV 하계 제1관,205645.892,459609.0125
서울특별시 노원구 중계동 506-1 ,서울특별시 노원구 섬밭로 258 (중계동),CGV 하계 제2관,205645.892,459609.0125
서울특별시 노원구 중계동 506-1 ,서울특별시 노원구 섬밭로 258 (중계동),CGV 하계 제3관,205645.892,459609.0125
서울특별시 노원구 상계동 727-1번지 지하1층 ,"서울특별시 노원구 노해로 480 (상계동, 조광빌딩)",더숲 아트시네마 제1관,205352.2249,461310.6678
서울특별시 노원구 상계동 727-1번지 조광빌딩 지하2층 ,"서울특별시 노원구 노해로 480, 조광빌딩 지하2층 (상계동)",더숲 아트시네마 제2관,205352.2249,461310.6678
서울특별시 노원구 상계동 713,서울특별시 노원구 동일로 1414 (상계동),롯데시네마 노원(제1관),205320.2848,461419.8818
서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어,"서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 7층 (성수동1가)",메가박스중앙(주) 성수지점 더부티크 102호,203903.3536,448846.8202
서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어,"서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 7층 (성수동1가)",메가박스중앙(주) 성수지점 더부티크 101호,203903.3536,448846.8202
서울특별시 은평구 녹번동 85-4번지 ,서울특별시 은평구 녹번로 16  (녹번동),이동상영관,193604.7092,455734.9023
서울특별시 은평구 대조동 240번지 팜스퀘어 ,"서울특별시 은평구 불광로 20, 13층 (대조동, 팜스퀘어)",CGV불광제3관,193661.7324,456379.1939
서울특별시 은평구 대조동 240 팜스퀘어 ,"서울특별시 은평구 불광로 20, 13층 (대조동, 팜스퀘어)",CGV불광제4관,193661.7324,456379.1939
서울특별시 은평구 대조동 240번지 팜스퀘어 ,"서울특별시 은평구 불광로 20, 13층 (대조동, 팜스퀘어)",CGV불광제5관,193661.7324,456379.1939
서울특별시 은평구 대조동 240번지 팜스퀘어 ,"서울특별시 은평구 불광로 20, 13층 (대조동, 팜스퀘어)",CGV불광제6관,193661.7324,456379.1939
서울특별시 은평구 대조동 240번지 팜스퀘어 ,"서울특별시 은평구 불광로 20, 13층 (대조동, 팜스퀘어)",CGV불광제8관,193661.7324,456379.1939
서울특별시 은평구 대조동 240번지 팜스퀘어 ,"서울특별시 은평구 불광로 20, 13층 (대조동, 팜스퀘어)",CGV불광제9관,193661.7324,456379.1939
서울특별시 은평구 대조동 240번지 팜스퀘어 ,"서울특별시 은평구 불광로 20, 13층 (대조동, 팜스퀘어)",CGV불광제1관,193661.7324,456379.1939
서울특별시 은평구 대조동 240번지 팜스퀘어 ,"서울특별시 은평구 불광로 20, 13층 (대조동, 팜스퀘어)",CGV불광제2관,193661.7324,456379.1939
서울특별시 은평구 대조동 240번지 팜스퀘어 ,"서울특별시 은평구 불광로 20, 13층 (대조동, 팜스퀘어)",CGV불광제7관,193661.7324,456379.1939
서울특별시 은평구 진관동 63 ,서울특별시 은평구 통일로 1050 (진관동),롯데시네마 은평 2관,192798.6592,459646.8272
서울특별시 은평구 진관동 63 ,서울특별시 은평구 통일로 1050 (진관동),롯데시네마 은평 3관,192798.6592,459646.8272
서울특별시 은평구 진관동 63 ,서울특별시 은평구 통일로 1050 (진관동),롯데시네마 은평 4관,192798.6592,459646.8272
서울특별시 은평구 진관동 63 ,서울특별시 은평구 통일로 1050 (진관동),롯데시네마 은평 6관,192798.6592,459646.8272
서울특별시 은평구 진관동 63 ,서울특별시 은평구 통일로 1050 (진관동),롯데시네마 은평 5관,192798.6592,459646.8272
서울특별시 은평구 진관동 63 ,서울특별시 은평구 통일로 1050 (진관동),롯데시네마 은평 7관,192798.6592,459646.8272
서울특별시 은평구 진관동 63 ,서울특별시 은평구 통일로 1050 (진관동),롯데시네마 은평 8관,192798.6592,459646.8272
서울특별시 은평구 진관동 63 ,서울특별시 은평구 통일로 1050 (진관동),롯데시네마 은평 1관,192798.6592,459646.8272
서울특별시 강서구 마곡동 797-1 퀸즈파크나인,"서울특별시 강서구 공항대로 247, 4층 (마곡동, 퀸즈파크나인)",메가박스중앙(주) 마곡지점 4관,185371.2988,450793.7712
서울특별시 강서구 마곡동 797-1 퀸즈파크나인,"서울특별시 강서구 공항대로 247, 4층 (마곡동, 퀸즈파크나인)",메가박스중앙(주) 마곡지점 3관,185371.2988,450793.7712
"서울특별시 서대문구 대현동 11-1번지 이화캠퍼스복합단지 지하 4,5층 ","서울특별시 서대문구 이화여대길 52 (대현동,이화캠퍼스복합단지 지하 4,5층)",아트하우스 모모-이화?KB 시네마 1관,195287.7664,451143.7893
"서울특별시 서대문구 대현동 11-1번지 이화캠퍼스복합단지 지하 4,5층 ","서울특별시 서대문구 이화여대길 52 (대현동,이화캠퍼스복합단지 지하 4,5층)",아트하우스 모모-이화?KB 시네마 2관,195287.7664,451143.7893
서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 지하2~3층 (창천동, 아트레온)",CGV신촌아트레온 1관,194649.344,450478.3522
서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 3층 (창천동, 아트레온)",CGV신촌아트레온 2관,194649.344,450478.3522
서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 5층 (창천동, 아트레온)",CGV신촌아트레온 3관,194649.344,450478.3522
서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 7층 (창천동, 아트레온)",CGV신촌아트레온 4관,194649.344,450478.3522
서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 7층 (창천동, 아트레온)",CGV신촌아트레온 5관,194649.344,450478.3522
서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 9층 (창천동, 아트레온)",CGV신촌아트레온 6관,194649.344,450478.3522
서울특별시 서대문구 창천동 20-25 ,"서울특별시 서대문구 신촌로 129, 9층 (창천동, 아트레온)",CGV신촌아트레온 7관,194649.344,450478.3522
서울특별시 서대문구 창천동 20-25 아트레온 ,"서울특별시 서대문구 신촌로 129, 아트레온 지하1층 (창천동)",CGV신촌아트레온 10관[CGV아트하우스],194649.344,450478.3522
서울특별시 서대문구 신촌동 74-12 5층,"서울특별시 서대문구 신촌역로 30, 5층 (신촌동)",메가박스중앙(주)신촌지점 COMFORT 1관,194798.4584,450837.0517
서울특별시 서대문구 신촌동 74-12 5층,"서울특별시 서대문구 신촌역로 30 (신촌동,5층)",메가박스중앙(주)신촌지점 2관,194798.4584,450837.0517
서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어,"서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 5층 (성수동1가)",메가박스중앙(주) 성수지점 4관,203903.3536,448846.8202
서울특별시 마포구 서교동 367-5 상상마당빌딩 ,"서울특별시 마포구 어울마당로 65, 상상마당빌딩 지하3층, 4층 (서교동)",KT&G 상상마당 cinema,192952.4207,449862.4658
서울특별시 성동구 성수동1가 656-335 메가박스 스퀘어,"서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 5층 (성수동1가)",메가박스중앙(주)성수지점 Dolby Atmos관,203903.3536,448846.8202
서울특별시 강서구 마곡동 797-1 퀸즈파크나인,"서울특별시 강서구 공항대로 247, 4층 (마곡동, 퀸즈파크나인)",메가박스중앙(주) 마곡지점 2관,185371.2988,450793.7712
서울특별시 강서구 마곡동 797-1 퀸즈파크나인,"서울특별시 강서구 공항대로 247, 4층 (마곡동, 퀸즈파크나인)",메가박스중앙(주) 마곡지점 1관,185371.2988,450793.7712
"서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)",메가박스중앙(주) 화곡지점 2관,185574.9372,448716.2747
"서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)",메가박스중앙(주) 화곡지점 5관,185574.9372,448716.2747
"서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)",메가박스중앙(주) 화곡지점 4관,185574.9372,448716.2747
"서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)",메가박스중앙(주) 화곡지점 3관,185574.9372,448716.2747
"서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)",메가박스중앙(주) 화곡지점 1관,185574.9372,448716.2747
서울특별시 마포구 동교동 159-8 ,서울특별시 마포구 양화로 153 (동교동),CGV홍대 1관,193105.3351,450464.4442
서울특별시 마포구 동교동 159-8 ,서울특별시 마포구 양화로 153 (동교동),CGV홍대 2관,193105.3351,450464.4442
서울특별시 마포구 동교동 159-8 ,서울특별시 마포구 양화로 153 (동교동),CGV홍대 3관,193105.3351,450464.4442
서울특별시 마포구 동교동 166-6 ,서울특별시 마포구 양화로 176 (동교동),롯데시네마 홍대입구관 제6관,193330.7141,450564.5132
서울특별시 마포구 서교동 490 메세나폴리스 2층 ,"서울특별시 마포구 양화로 45, 2층 (서교동, 메세나폴리스)",롯데시네마 합정 제1관,192311.6426,449855.6439
서울특별시 마포구 서교동 490 메세나폴리스 2층 ,"서울특별시 마포구 양화로 45, 2층 (서교동, 메세나폴리스)",롯데시네마 합정 제2관,192311.6426,449855.6439
서울특별시 마포구 서교동 490 메세나폴리스 2층 ,"서울특별시 마포구 양화로 45, 2층 (서교동, 메세나폴리스)",롯데시네마 합정 제3관,192311.6426,449855.6439
서울특별시 마포구 서교동 490 메세나폴리스 2층 ,"서울특별시 마포구 양화로 45, 2층 (서교동, 메세나폴리스)",롯데시네마 합정 제4관,192311.6426,449855.6439
서울특별시 마포구 동교동 159-8 ,서울특별시 마포구 양화로 153 (동교동),CGV홍대 4관,193105.3351,450464.4442
서울특별시 마포구 동교동 159-8 ,서울특별시 마포구 양화로 153 (동교동),CGV홍대 5관,193105.3351,450464.4442
서울특별시 마포구 동교동 159-8 ,서울특별시 마포구 양화로 153 (동교동),CGV홍대 6관,193105.3351,450464.4442
서울특별시 강서구 방화동 886 스카이파크,"서울특별시 강서구 하늘길 38 (방화동, 스카이파크)",롯데시네마 김포공항 (1관),182524.8238,451438.2509
서울특별시 마포구 동교동 166-6 ,서울특별시 마포구 양화로 176 (동교동),롯데시네마 홍대입구관 제3관,193330.7141,450564.5132
서울특별시 마포구 동교동 166-6 ,서울특별시 마포구 양화로 176 (동교동),롯데시네마 홍대입구관 제4관,193330.7141,450564.5132
서울특별시 마포구 동교동 166-6 ,서울특별시 마포구 양화로 176 (동교동),롯데시네마 홍대입구관 제5관,193330.7141,450564.5132
서울특별시 마포구 동교동 167-2 LC TOWER ,"서울특별시 마포구 양화로 186, LC TOWER 7~10층 (동교동)",CGV연남 6관,193378.5659,450631.4756
서울특별시 마포구 동교동 167-2 LC TOWER ,"서울특별시 마포구 양화로 186, LC TOWER 7~10층 (동교동)",CGV연남 5관,193378.5659,450631.4756
서울특별시 마포구 동교동 167-2 LC TOWER ,"서울특별시 마포구 양화로 186, LC TOWER 7~10층 (동교동)",CGV연남 4관,193378.5659,450631.4756
서울특별시 마포구 동교동 167-2 LC TOWER ,"서울특별시 마포구 양화로 186, LC TOWER 7~10층 (동교동)",CGV연남 3관(Suite Cinema),193378.5659,450631.4756
서울특별시 마포구 동교동 167-2 LC TOWER ,"서울특별시 마포구 양화로 186, LC TOWER 7~10층 (동교동)",CGV연남 2관,193378.5659,450631.4756
서울특별시 마포구 동교동 167-2 LC TOWER ,"서울특별시 마포구 양화로 186, LC TOWER 7~10층 (동교동)",CGV연남 1관(4DX),193378.5659,450631.4756
서울특별시 양천구 목동 917-6 행복한세상백화점 7층,"서울특별시 양천구 목동동로 309 (목동,행복한세상백화점 7층)",메가박스중앙(주) 목동지점 3관,188977.1711,447466.355
서울특별시 양천구 목동 917-6 행복한세상백화점 7층,"서울특별시 양천구 목동동로 309 (목동,행복한세상백화점 7층)",메가박스중앙(주) 목동지점 4관,188977.1711,447466.355
서울특별시 양천구 목동 917-6 행복한세상백화점 7층,"서울특별시 양천구 목동동로 309 (목동,행복한세상백화점 7층)",메가박스중앙(주) 목동지점 7관,188977.1711,447466.355
서울특별시 양천구 목동 917-6 행복한세상백화점 7층,"서울특별시 양천구 목동동로 309 (목동,행복한세상백화점 7층)",메가박스중앙(주) 목동지점 8관,188977.1711,447466.355
서울특별시 양천구 목동 917-6 행복한세상백화점 7층,"서울특별시 양천구 목동동로 309 (목동,행복한세상백화점 7층)",메가박스중앙(주) 목동지점 9관,188977.1711,447466.355
서울특별시 양천구 목동 917-6 행복한세상백화점 7층,"서울특별시 양천구 목동동로 309 (목동,행복한세상백화점 7층)",메가박스중앙(주) 목동지점 Dolby Atmos,188977.1711,447466.355
서울특별시 강서구 등촌동 639-23 3~9층 ,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",CGV 등촌 1관,187210.9178,450631.4355
서울특별시 강서구 등촌동 639-23 3~9층 ,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",CGV 등촌 2관,187210.9178,450631.4355
서울특별시 강서구 등촌동 639-23 3~9층 ,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",CGV 등촌 3관,187210.9178,450631.4355
서울특별시 강서구 등촌동 639-23 3~9층 ,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",CGV 등촌 4관,187210.9178,450631.4355
서울특별시 강서구 등촌동 639-23 3~9층 ,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",CGV 등촌 5관,187210.9178,450631.4355
서울특별시 강서구 등촌동 639-23 3~9층 ,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",CGV 등촌 6관,187210.9178,450631.4355
서울특별시 강서구 방화동 886 스카이파크 ,"서울특별시 강서구 하늘길 38 (방화동, 스카이파크)",롯데시네마 김포공항 (2관),182524.8238,451438.2509
서울특별시 마포구 동교동 160-4 아일렉스,"서울특별시 마포구 양화로 147, 아일렉스 7층 (동교동)",메가박스중앙(주) 홍대지점 3관,193046.5347,450424.5645
서울특별시 강서구 마곡동 797-1 퀸즈파크나인,"서울특별시 강서구 공항대로 247, 4층 (마곡동, 퀸즈파크나인)",메가박스중앙(주) 마곡지점 6관,185371.2988,450793.7712
서울특별시 강서구 마곡동 797-1 퀸즈파크나인,"서울특별시 강서구 공항대로 247, 4층 (마곡동, 퀸즈파크나인)",메가박스중앙(주) 마곡지점 5관,185371.2988,450793.7712
서울특별시 강서구 방화동 886 스카이파크 ,"서울특별시 강서구 하늘길 38 (방화동, 스카이파크)",롯데시네마 김포공항 (3관),182524.8238,451438.2509
서울특별시 강서구 방화동 886 스카이파크 ,"서울특별시 강서구 하늘길 38 (방화동, 스카이파크)",롯데시네마 김포공항 (4관),182524.8238,451438.2509
서울특별시 강서구 방화동 886 스카이파크 ,"서울특별시 강서구 하늘길 38 (방화동, 스카이파크)",롯데시네마 김포공항 (5관),182524.8238,451438.2509
서울특별시 강서구 방화동 886 스카이파크 ,"서울특별시 강서구 하늘길 38 (방화동, 스카이파크)",롯데시네마 김포공항 (6관),182524.8238,451438.2509
서울특별시 강서구 방화동 886 스카이파크 ,"서울특별시 강서구 하늘길 38 (방화동, 스카이파크)",롯데시네마 김포공항 (8관),182524.8238,451438.2509
서울특별시 강서구 방화동 886 스카이파크 ,"서울특별시 강서구 하늘길 38 (방화동, 스카이파크)",롯데시네마 김포공항 (7관),182524.8238,451438.2509
서울특별시 강서구 방화동 886 스카이파크 ,"서울특별시 강서구 하늘길 38 (방화동, 스카이파크)",롯데시네마 김포공항 (10관),182524.8238,451438.2509
서울특별시 강서구 방화동 886 스카이파크 ,"서울특별시 강서구 하늘길 38 (방화동, 스카이파크)",롯데시네마 김포공항 (9관),182524.8238,451438.2509
"서울특별시 강서구 등촌동 73-1 4,5,6층 ","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)",롯데시네마 가양 6관,186966.0362,451047.2873
"서울특별시 강서구 등촌동 73-1 4,5,6층 ","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)",롯데시네마 가양 2관,186966.0362,451047.2873
"서울특별시 강서구 등촌동 73-1 4,5,6층 ","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)",롯데시네마 가양 3관,186966.0362,451047.2873
"서울특별시 강서구 등촌동 73-1 4,5,6층 ","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)",롯데시네마 가양 4관,186966.0362,451047.2873
"서울특별시 강서구 등촌동 73-1 4,5,6층 ","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)",롯데시네마 가양 5관,186966.0362,451047.2873
"서울특별시 강서구 등촌동 73-1 4,5,6층 ","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)",롯데시네마 가양 1관,186966.0362,451047.2873
서울특별시 구로구 구로동 3-25 테크노마트 신도림점 12층 ,"서울특별시 구로구 새말로 97, 12층 (구로동, 테크노마트 신도림점)",CINE Q 신도림점 제10관,190232.5245,444978.6827
서울특별시 구로구 구로동 3-25 테크노마트 신도림점 12층 ,"서울특별시 구로구 새말로 97, 12층 (구로동, 테크노마트 신도림점)",CINE Q 신도림점 제9관,190232.5245,444978.6827
서울특별시 구로구 구로동 3-25 테크노마트 신도림점 12층 ,"서울특별시 구로구 새말로 97, 12층 (구로동, 테크노마트 신도림점)",CINE Q 신도림점 제8관,190232.5245,444978.6827
서울특별시 구로구 구로동 3-25 테크노마트 신도림점 12층 ,"서울특별시 구로구 새말로 97, 12층 (구로동, 테크노마트 신도림점)",CINE Q 신도림점 제7관,190232.5245,444978.6827
서울특별시 구로구 구로동 3-25 테크노마트 신도림점 12층 ,"서울특별시 구로구 새말로 97, 12층 (구로동, 테크노마트 신도림점)",CINE Q 신도림점 제5관,190232.5245,444978.6827
서울특별시 구로구 구로동 3-25 테크노마트 신도림점 12층 ,"서울특별시 구로구 새말로 97, 12층 (구로동, 테크노마트 신도림점)",CINE Q 신도림점 제3관,190232.5245,444978.6827
서울특별시 구로구 구로동 3-25 테크노마트 신도림점 12층 ,"서울특별시 구로구 새말로 97, 12층 (구로동, 테크노마트 신도림점)",CINE Q 신도림점 제6관,190232.5245,444978.6827
서울특별시 구로구 구로동 3-25 테크노마트 신도림점 12층 ,"서울특별시 구로구 새말로 97, 12층 (구로동, 테크노마트 신도림점)",CINE Q 신도림점 제4관,190232.5245,444978.6827
서울특별시 구로구 구로동 3-25 테크노마트 신도림점 12층 ,"서울특별시 구로구 새말로 97, 12층 (구로동, 테크노마트 신도림점)",CINE Q 신도림점 제2관,190232.5245,444978.6827
서울특별시 구로구 구로동 573 애경백화점 6층 ,"서울특별시 구로구 구로중앙로 152 (구로동, 애경백화점 6층)",CGV구로10제6관,189570.3609,444336.0513
서울특별시 구로구 구로동 573 애경백화점 6층 ,"서울특별시 구로구 구로중앙로 152 (구로동, 애경백화점 6층)",CGV구로10 제7관,189570.3609,444336.0513
서울특별시 구로구 구로동 573 애경백화점 6층 ,"서울특별시 구로구 구로중앙로 152 (구로동, 애경백화점 6층)",CGV구로10제8관,189570.3609,444336.0513
서울특별시 구로구 구로동 573 애경백화점 6층 ,"서울특별시 구로구 구로중앙로 152 (구로동, 애경백화점 6층)",CGV구로10 제9관,189570.3609,444336.0513
서울특별시 구로구 구로동 573 애경백화점 6층 ,"서울특별시 구로구 구로중앙로 152 (구로동, 애경백화점 6층)",CGV구로10제1관,189570.3609,444336.0513
서울특별시 구로구 구로동 573 애경백화점 6층 ,"서울특별시 구로구 구로중앙로 152 (구로동, 애경백화점 6층)",CGV구로10제2관,189570.3609,444336.0513
서울특별시 강남구 도곡동 174-3 ,서울특별시 강남구 남부순환로 2753 (도곡동),도곡2관,204098.596,442807.3172
서울특별시 구로구 구로동 573 애경백화점 6층 ,"서울특별시 구로구 구로중앙로 152 (구로동, 애경백화점 6층)",CGV구로10 제5관,189570.3609,444336.0513
서울특별시 구로구 구로동 3-25 테크노마트 신도림점 12층 ,"서울특별시 구로구 새말로 97, 12층 (구로동, 테크노마트 신도림점)",CINE Q 신도림점 제1관,190232.5245,444978.6827
서울특별시 구로구 신도림동 692 디큐브시티 제타워동 7~8층 일부 ,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티 제타워동 7~8층 일부)",롯데컬처웍스(주)롯데시네마 제1관,190107.0454,445157.6264
서울특별시 구로구 신도림동 692 디큐브시티 제타워동 7~8층 일부 ,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티 제타워동 7~8층 일부)",롯데컬처웍스(주)롯데시네마 제 2관,190107.0454,445157.6264
서울특별시 구로구 신도림동 692 디큐브시티 제타워동 7~8층 일부 ,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티 제타워동 7~8층 일부)",롯데컬처웍스(주)롯데시네마 제3관,190107.0454,445157.6264
서울특별시 구로구 신도림동 692 디큐브시티 제타워동 7~8층 일부 ,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티 제타워동 7~8층 일부)",롯데컬처웍스(주)롯데시네마 제4관,190107.0454,445157.6264
서울특별시 구로구 신도림동 692 디큐브시티 제타워동 7~8층 일부 ,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티 제타워동 7~8층 일부)",롯데컬처웍스(주)롯데시네마 제5관,190107.0454,445157.6264
서울특별시 금천구 독산동 291-5 ,서울특별시 금천구 시흥대로 399 (독산동),롯데시네마 독산 제1관,190858.6495,440808.5413
서울특별시 구로구 구로동 573 애경백화점 6층,"서울특별시 구로구 구로중앙로 152 (구로동, 애경백화점 6층)",CGV구로10 제10관,189570.3609,444336.0513
서울특별시 금천구 독산동 291-5 ,서울특별시 금천구 시흥대로 399 (독산동),롯데시네마 독산 제2관,190858.6495,440808.5413
서울특별시 금천구 독산동 291-5 ,서울특별시 금천구 시흥대로 399 (독산동),롯데시네마 독산 제3관,190858.6495,440808.5413
서울특별시 금천구 독산동 291-5 ,서울특별시 금천구 시흥대로 399 (독산동),롯데시네마 독산 제4관,190858.6495,440808.5413
서울특별시 금천구 독산동 291-5 ,서울특별시 금천구 시흥대로 399 (독산동),롯데시네마 독산 제5관,190858.6495,440808.5413
서울특별시 금천구 독산동 291-5 ,서울특별시 금천구 시흥대로 399 (독산동),롯데시네마 독산 제6관,190858.6495,440808.5413
서울특별시 금천구 독산동 291-5 ,서울특별시 금천구 시흥대로 399 (독산동),롯데시네마 독산 제7관,190858.6495,440808.5413
서울특별시 금천구 독산동 291-5 ,서울특별시 금천구 시흥대로 399 (독산동),롯데시네마독산 제8관,190858.6495,440808.5413
서울특별시 금천구 가산동 60-8 현대시티아울렛 가산점 ,"서울특별시 금천구 디지털로10길 9, 현대시티아울렛 가산점 (가산동)",롯데시네마 가산디지털(제3관),190119.4634,441716.6846
서울특별시 금천구 가산동 60-8 현대시티아울렛 가산점 ,"서울특별시 금천구 디지털로10길 9, 현대시티아울렛 가산점 (가산동)",롯데시네마 가산디지털(제4관),190119.4634,441716.6846
서울특별시 금천구 가산동 60-8 현대시티아울렛 가산점 ,"서울특별시 금천구 디지털로10길 9, 현대시티아울렛 가산점 (가산동)",롯데시네마 가산디지털(제2관),190119.4634,441716.6846
